ew,Type,Nation1,Nation2,Nation3 ,Nation4,Nation5,Nation6,Nation7,Nation8,Nation9,Nation10,Nation11,Nation12,,Band1,Band2,Band3,Band4,,,,Place,State,Date,DemallieDeloria,URL,Comments
R0013,Rejected by Congress,Cherokee,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,03-14-1835,766,http://www.accessgenealogy.com/scripts/data/database.cgi?file=Data&report=SingleArticle&ArticleID=0040161,
R0014,Rejected by Congress,Chippewa,,,,,,,,,,,,,Saginaw,,,,,,,"Washington, DC",DC,05-24-1836,772,NA,
R0015,Rejected by Congress,New York Indians in Wisconsin ,,,,,,,,,,,,,,,,,,,,Duck Creek ,WI,09-16-1836,775,NA,
R0016,Rejected by Congress,Stockbridge,Munsee,,,,,,,,,,,,,,,,,,,Green Bay,WI,09-19-1836,779,NA,
R0017,Rejected by Congress,Shawnee,,,,,,,,,,,,,,,,,,,,Fort Leavenworth,KS,12-18-1839,781,NA,
R0018,Rejected by Congress,Sioux,,,,,,,,,,,,,Sisseton,Wahpeton,Wahpekute,,,,,Oeyoowarha,IA,07-31-1841,783,NA,
R0019,Rejected by Congress,Sioux,,,,,,,,,,,,,Mixed-bloods of Eastern Sioux,,,,,,,Oeyoowarha,IA,07-31-1841,787,NA,
R0020,Rejected by Congress,Sioux,,,,,,,,,,,,,Mdewakanton bands of Eastern Sioux,,,,,,,Mindota,IA,08-11-1841,790,NA,
R0021,Rejected by Congress,Sioux,,,,,,,,,,,,,Mixed-bloods of Eastern Sioux,,,,,,,Mindota,MN,10-09-1849,791,NA,
R0022,Rejected by Congress,Chippewa,,,,,,,,,,,,,Pembina,Red Lake,,,,,,Pembina,MN,09-20-1851,798,NA,
R0023,Rejected by Congress,Si-yan-te,Po-to-yun-te,Co-co-noon,Apang-as-se,Aplachee,A-wal-a-che,,,,,,,,,,,,,,,"Camp Fremont, near Little Mariposa River",CA,03-19-1851,801,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1081.html,
R0024,Rejected by Congress,How-ech-ee,Chook-cha-nee,Chow-chil-lie,Po-ho-nee-chee,Nook-choo,Pit-cat-chee,Cas-son,Toom-na,Tallin-chee,Poskesa,Wa-Chaet,Itachee,Cho-e-nem-nee,,,,,Cho-ki-men-a,We-mal-chee,No-to-no-to,"Camp Barbour, on San Joaquin River",CA,04-29-1851,804,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1085.html,
R0025,Rejected by Congress,Ta-ches,Cah-wai,Yo-kol,Ta-lum-ne,Wic-chum-ne,Hol-cu-ma,To-e-neche,Tu-huc-mach,In-im-peach,Choi-nuck,We-mil-ches,Mo-ton-toes,,,,,,,,,"Camp Belt, on King's River",CA,05-13-1851,808,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1092.html,
R0026,Rejected by Congress,Ko-ya-te,Wo-la-si,Nu-chow-we,Wack-sa-che,Pal-wisha,Po-ken-welle,Ya-wil-chine,,,,,,,,,,,,,,"Camp Keyes, Cahwai River",CA,05-13-1851,810,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1094.html,
R0027,Rejected by Congress,Iou-ol-umne,We-chilla,Su-caah,Co-toplanemis,Chap-pah-sims,Sage-wom-nes,,,,,,,,,,,,,,,"Dent and Vantine's Crossings, Stanislaus River",CA,05-28-1851,813,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1096.html,
R0028,Rejected by Congress,Chu-nute,Wo-wol,Yo-lum-ne,Co-ye-tie,,,,,,,,,,,,,,,,,"Camp Burton, Pain Creek",CA,06-03-1851,815,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1099.html,
R0029,Rejected by Congress,Castake,Texon,San Imirio,Uvas,Carises,Buena Vista,Sena-hu-ow,Holo-cla-me,Soho-nuts,To-ci-a,Hol-mi-uh,,,,,,,,,,"Camp Persifer F. Smith, Texon Pass",CA,06-10-1851,817,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1101.html,
R0030,Rejected by Congress,Das-pia,Ya-ma-do,Yol-la-mer,Wai-de-pa-can,On-o-po-ma,Mon-e-da,Wan-muck,Nem-shaw,Bem-pi,Ya-cum-na,,,,,,,,,,,"Camp Union, near Yuba River",CA,07-18-1851,819,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1103.html,
R0031,Rejected by Congress,Mi-chop-dia,Es-kuin,Ho-lo-lu-pi,To-to,Su-nus,Che-no,Bat-si,Yut-duc,Sim-sa-wa,,,,,,,,,,,,"Bidwell's Ranch, on Chico's Creek",CA,08-01-1851,821,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1105.html,
R0032,Rejected by Congress,Noi-ma,Noe-ma,Y-lac-ca,No-me,Noi-me,,,,,,,,,,,,,,,,"Reading's Ranch, on Cotton Wood Creek",CA,08-16-1851,823,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1107.html,
R0033,Rejected by Congress,Ca-la-na-po,Ha-bi-na-po,Da-no-ha-bo,Mo-al-kai,Che-com,How-ku-ma,Cha-nel-kai,Me-dam-a-dec,,,,,,,,,,,,,"Camp Lu-pi-yu-ma, at Clear Lake",CA,08-20-1851,825,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1108.html,
R0034,Rejected by Congress,Sai-nell,Yu-ki-as,Mas-su-ta-ka-ya,Po-mo,,,,,,,,,,,,,,,,,"Camp Fernando Feliz, on Russian River",CA,08-22-1851,828,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1112.html,
R0035,Rejected by Congress,Colus,Willays,Co-ha-na,Tat-nah,Cha ,Doc-duc,Cham-net-co,Toc-de,,,,,,,,,,,,,"Camp Colus, on Sacremento River",CA,09-09-1851,830,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1114.html,
R0036,Rejected by Congress,Cu-lu,Yas-si,Loc-lum-ne,Wo-pum-nes,,,,,,,,,,,,,,,,,Fork of the Cosumnes River,CA,09-18-1851,832,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1115.html,
R0037,Rejected by Congress,Lower Klamath,Upper Klamath,Trinity River,,,,,,,,,,,,,,,,,,"Camp Klamath, Klamath and Trinity Rivers",CA,10-06-1851,833,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1117.html,
R0038,Rejected by Congress,Si-wah,Op-pe-o,He-ko-neck,In-neck,,,,,,,,,,,,,,,,,"Camp Kor-a-tem, near mouth of Salmon River",CA,10-12-1851,836,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1117.html,
R0039,Rejected by Congress,Upper Klamath,Shasta,Scott's River Indians,,,,,,,,,,,,,,,,,,"Scott's Valley, Shasta County",CA,11-04-1851,837,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1121.html,
R0040,Rejected by Congress,San Luis Rey,Kah-we-as,Co-com-cah-ra,,,,,,,,,,,,,,,,,,Temecula,CA,01-05-1852,841,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1124.html,
R0041,Rejected by Congress,Dieguino,,,,,,,,,,,,,,,,,,,,Santa Ysabel,CA,01-07-1852,843,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1127.html,
R0042,Rejected by Congress,Winnebago,,,,,,,,,,,,,,,,,,,,"Watab, on Wisc River",MN,08-06-1853,846,NA,
R0043,Rejected by Congress,Quapaw,,,,,,,,,,,,,,,,,,,,"Neosho Agency, Indian Ter",MO,08-12-1854,847,NA,
R0044,Rejected by Congress,Seneca,Shawnee,,,,,,,,,,,,,,,,,,,"Neosho Agency, Indian Ter",MO,08-23-1853,850,NA,
R0045,Rejected by Congress,Stockbridge,Munsee ,,,,,,,,,,,,,,,,,,,Stockbridge,WI,06-01-1855,854,NA,
R0046,Rejected by Congress,Bois Fort Chippewa,,,,,,,,,,,,,,,,,,,,Grand Portage,MN,09-16-1856,856,NA,
R0047,Rejected by Congress,Sioux,Arapaho,Cheyenne,,,,,,,,,,,,,,,,,,"Upper Plate Agency, Deer Creek",NE,09-18-1859,858,NA,
R0048,Rejected by Congress,Delaware in Kansas,,,,,,,,,,,,,,,,,,,,Sarcoxieville,KS,07-21-1860,860,NA,
R0049,Rejected by Congress,Kaskaskia,Peoria,Piankeshaw,Wea,,,,,,,,,,,,,,,,,Paola,KS,08-18-1860,861,NA,
R0050,Rejected by Congress,Sauk,Fox,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,07-03-1862,862,NA,
R0051,Rejected by Congress,Potawatomi,,,,,,,,,,,,,,,,,,,,Pottawatomi Agency,KS,02-03-1863,865,NA,
R0052,Rejected by Congress,Comanche,Kiowa,Apache,,,,,,,,,,,,,,,,,,"Washington, DC",DC,04-06-1863,867,NA,
R0053,Rejected by Congress,New York Indians in Kansas,,,,,,,,,,,,,,,,,,,,Sac and Fox Agency,KS,02-09-1863,869,NA,
R0054,Rejected by Congress,Shawnee,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,03-18-1864,871,NA,
R0055,Rejected by Congress,Kansa,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,06-11-1864,875,NA,
R0056,Rejected by Congress,Delaware ,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,06-15-1864,879,NA,
R0057,Rejected by Congress,Ute,,,,,,,,,,,,,,,,,,,,Spanish Forks Indian Farm,UT,08-06-1865,882,http://digital.library.okstate.edu/kappler/Vol5/html_files/v5p0695.html,
R0058,Rejected by Congress,Shawnee,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,03-01-1866,886,NA,
R0059,Rejected by Congress,Ute,,,,,,,,,,,,,Uintah,Yampa,,,,,,Hot Sulpher Springs,CO,08-29-1866,891,http://digital.library.okstate.edu/kappler/Vol5/html_files/v5p0705.html,
R0060,Rejected by Congress,Kansa,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,02-13-1867,893,NA,
R0061,Rejected by Congress,Stockbridge in Wisconsin,Munsee in Wisconsin,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,02-15-1867,895,NA,
R0062,Rejected by Congress,Sauk of Missouri,Fox of Missouri,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,02-19-1867,902,NA,
R0063,Rejected by Congress,Kickapoo,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,02-28-1867,904,NA,
R0064,Rejected by Congress,Cherokee,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,03-01-1867,909,NA,
R0065,Rejected by Congress,Shawnee,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,03-02-1867,912,http://digital.library.okstate.edu/kappler/Vol3/HTML_files/IND0708.html,
R0066,Rejected by Congress,Great and Little Osage,,,,,,,,,,,,,,,,,,,,Drum Creek,KS,05-27-1868,918,NA,
R0067,Rejected by Congress,Swan Creek Chippewa,Black River Chippewa,Munsee,,,,,,,,,,,,,,,,,,Ottawa,KS,01-06-1868,926,NA,
R0068,Rejected by Congress,Cherokee,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,07-09-1868,928,NA,
R0069,Rejected by Congress,Gros Ventre,,,,,,,,,,,,,,,,,,,,Fort Hawley,MT,07-13-1868,937,http://digital.library.okstate.edu/Kappler/Vol3/HTML_files/IND0705.html#p705,
R0070,Rejected by Congress,River Crow,,,,,,,,,,,,,,,,,,,,Fort Hawley,MT,07-15-1868,941,http://digital.library.okstate.edu/kappler/Vol3/HTML_files/IND0714.html#IND0714,
R0071,Rejected by Congress,Blackfeet,Blood,Piegan,,,,,,,,,,,,,,,,,,Fort Benton,MT,01-09-1868,944,http://digital.library.okstate.edu/Kappler/Vol4/html_files/v4p1138.html,
R0072,Rejected by Congress,Creek,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,02-09-1868,949,NA,
R0073,Rejected by Congress,Shoshone,Bannock,Sheepeater,,,,,,,,,,,,,,,,,,Virginia City,MT,09-24-1868,952,http://digital.library.okstate.edu/Kappler/Vol5/html_files/v5p0707.html,
R0074,Rejected by Congress,New York Indians,,,,,,,,,,,,,,,,,,,,Cattaraugus,NY,12-04-1868,954,NA,
R0075,Rejected by Congress,Iowa,Sauk of Missouri,Fox of Missouri,,,,,,,,,,,,,,,,,,"Washington, DC",DC,02-11-1869,958,NA,
R0076,Rejected by Congress,Otoe,Missouria,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,02-13-1869,963,NA,
R0077,Rejected by Congress,Miami,,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,03-09-1869,966,NA,
R0078,Rejected by Congress,Kansa,,,,,,,,,,,,,,,,,,,,Kansas (Kaw) Agency,KS,03-13-1869,971,NA,
R0079,Rejected by Congress,Sisseton Sioux,Wahpeton Sioux,,,,,,,,,,,,,,,,,,,"Washington, DC",DC,09-20-1872,975,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio1059.htm,
R0080,Rejected by Congress,Nebraska Sioux,Dakota Sioux,,,,,,,,,,,,,,,,,,,Santee Agency,NE,10-17-1882,978,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio1065.htm,
R0081,Rejected by Congress,Nebraska Sioux,Dakota Sioux,,,,,,,,,,,,,,,,,,,Crow Creek Agency,SD,02-26-1883,988,NA,
R0082,Rejected by Congress,Pyramid Lake Paiute,,,,,,,,,,,,,,,,,,,,Pyramid Lake Reservation,NE,10-17-1891,989,NA,
R0083,Rejected by Congress,Choctaw,Chickasaw,,,,,,,,,,,,,,,,,,,Muskogee,OK,12-18-1896,992,NA,
R0084,Rejected by Congress,Cherokee,,,,,,,,,,,,,,,,,,,,Muskogee,OK,01-14-1899,998,NA,
R0085,Rejected by Congress,Creek,,,,,,,,,,,,,,,,,,,,Muskogee,OK,02-01-1899,1009,NA,
U0001,Unratified treaty,Shawnee,Delaware,Miami,,,,,,,,,,,,,,,,,,Greenville,MI,02-11-1795,1241,NA,
U0002,Unratified treaty,Tuscarora,,,,,,,,,,,,,,,,,,,,Raleigh,NC,12-04-1802,1243,http://digital.library.okstate.edu/kappler/Vol3/HTML_files/IND0701.html,
U0003,Unratified treaty,Miami,Potawatomi,Wyandot,Wea,Eel River Miami,Ottawa,Chippewa,,,,,,,,,,,,,,Detroit,MI,10-14-1813,1244,NA,
U0004,Unratified treaty,Eastern Sioux,,,,,,,,,,,,,,,,,,,,"5th Infantry Cantonment, St Peter's",MI,08-09-1820,1246,NA,
U0005,Unratified treaty,Assiniboine,,,,,,,,,,,,,,,,,,,,Mandan Village,NA,09-29-1825,1247,NA,
U0006,Unratified treaty,Winnebago,,,,,,,,,,,,,,,,,,,,Camp Ouisconsin,MI,09-09-1827,1249,NA,
U0007,Unratified treaty,Sauk ,Fox,,,,,,,,,,,,,,,,,,,Rock Island,IL,06-30-1831,1250,NA,
U0008,Unratified treaty,Cherokee,,,,,,,,,,,,,,,,,,,,Washington DC,DC,06-19-1834,1252,NA,
U0009,Unratified treaty,Great Osage,Little Osage,,,,,,,,,,,,,,,,,,,Fort Gibson,OK,01-05-1835,1258,NA,
U0010,Unratified treaty,Navajo,,,,,,,,,,,,,,,,,,,,Ojo Oso (Bear Spring),AZ,11-22-1846,1263,NA,
U0011,Unratified treaty,Navajo (Newby Treaty),,,,,,,,,,,,,,,,,,,,Monte del Cuyatana,AZ,05-20-1848,1263,NA,
U0012,Unratified treaty,Tribes of the Big Lakes Region,,,,,,,,,,,,,,,,,,,,Sonoma ,CA,06-01-1848,1265,NA,
U0013,Unratified treaty,Zuni,,,,,,,,,,,,,,,,,,,,Pueblo de Zuni,CA,07-01-1848,1266,NA,
U0014,Unratified treaty,Santa Clara,Tesuque,Nambe,Santo Domingo,Jemez,San Felipe,Cochiti,San Ildefonso,Santa Ana,Zia Pueblos,,,,,,,,,,,Santa Fe,NM,07-07-1850,1267,NA,
U0015,Unratified treaty,Comanche,Caddo,Lipan Apache,Quapaw,Tawakoni,Waco,,,,,,,,,,,,,,,Spring Creek,TX,12-10-1850,1270,NA,
U0016,Unratified treaty,Apache East of Rio del Norte,,,,,,,,,,,,,,,,,,,,Santa Fe,NM,04-02-1851,1275,NA,
U0017,Unratified treaty,Kalapuya,,,,,,,,,,,,,Santiam,,,,,,,Champoeg,OR,04-16-1851,1276,NA,
U0018,Unratified treaty,Kalapuya,,,,,,,,,,,,,Twalaty,,,,,,,Champoeg,OR,04-19-1851,1278,NA,
U0019,Unratified treaty,Kalapuya,,,,,,,,,,,,,Luck-a-mi-ute,,,,,,,Champoeg,OR,05-02-1851,1280,NA,
U0020,Unratified treaty,Kalapuya,,,,,,,,,,,,,Yamhill,,,,,,,Champoeg,OR,05-02-1851,1282,NA,
U0021,Unratified treaty,Molale,,,,,,,,,,,,,Principal,,,,,,,Champoeg,OR,05-06-1851,1284,NA,
U0022,Unratified treaty,Molale,,,,,,,,,,,,,Santiam,,,,,,,Champoeg,OR,05-07-1851,1285,NA,
U0023,Unratified treaty,Rogue River Indians,,,,,,,,,,,,,NA,,,,,,,NA,NA,07-14-1851,1287,NA,
U0024,Unratified treaty,Chinook,,,,,,,,,,,,,Konnaack,,,,,,,Tansey Point,OR,08-08-1851,1288,NA,
U0025,Unratified treaty,Chinook,,,,,,,,,,,,,Klatskania,,,,,,,Tansey Point,OR,09-08-1851,1289,NA,
U0026,Unratified treaty,To-to-ton,You-quee-chae,Qua-ton-wah,,,,,,,,,,,,,,,,,,Port Orford,OR,09-20-1851,1290,NA,
U0027,Unratified treaty,Ya-su-chah,,,,,,,,,,,,,,,,,,,,Port Orford,OR,09-20-1851,1292,NA,
U0028,Unratified treaty,Comanche,Lipan Apache,Mescalero Apache,,,,,,,,,,,,,,,,,,San Saba,TX,10-28-1851,1293,NA,
U0029,Unratified treaty,Clackamas,,,,,,,,,,,,,,,,,,,,Oregon City,OR,11-06-1851,1296,NA,
U0030,Unratified treaty,Rio Mimbres,Rio Gila Apache,,,,,,,,,,,,,,,,,,,Fort Webster,NM,04-07-1853,1298,NA,
U0031,Unratified treaty,Rogue River Indians,,,,,,,,,,,,,,,,,,,,"Table Rock, near Rogue River",NM,09-08-1853,1300,http://digital.library.okstate.edu/kappler/Vol2/treaties/rog1049.htm,
U0032,Unratified treaty,Omaha,,,,,,,,,,,,,,,,,,,,"Council Bluffs Agency, Bellevue",NE,01-27-1854,1301,NA,
U0033,Unratified treaty,Otoe,Missouria,,,,,,,,,,,,,,,,,,,"Otoe Village, near ""Nebraska Depot""",NA,02-03-1854,1304,NA,
U0034,Unratified treaty,Kalapuya,,,,,,,,,,,,,Tualatin,,,,,,,Wapato Lake,OR,03-25-1854,1306,NA,
U0035,Unratified treaty,Gila Apache,,,,,,,,,,,,,Mimbres,,,,,,,Fort Thorn,NM,06-09-1855,1309,NA,
U0036,Unratified treaty,Mescalero Apache,,,,,,,,,,,,,,,,,,,,Fort Thorn,NM,06-14-1855,1311,NA,
U0037,Unratified treaty,Navajo,,,,,,,,,,,,,,,,,,,,Languna Negra,NM,06-18-1855,1313,NA,
U0038,Unratified treaty,Shoshone,,,,,,,,,,,,,,,,,,,,NA,NA,08-07-1855,1316,http://digital.library.okstate.edu/kappler/Vol5/html_files/v5p0685.html,
U0039,Unratified treaty,Ute,,,,,,,,,,,,,Capote,,,,,,,Abiquiu,NM,08-08-1855,1317,NA,
U0040,Unratified treaty,Indian along the Oregon coast,,,,,,,,,,,,,,,,,,,,various sites,OR,08-11-1855,1320,NA,
U0041,Unratified treaty,Ute,,,,,,,,,,,,,Mohuache,,,,,,,Abiquiu,NM,09-11-1855,1317,http://digital.library.okstate.edu/kappler/Vol5/html_files/v5p0689.html,
U0042,Unratified treaty,Jicarilla Apache,,,,,,,,,,,,,,,,,,,,Abiquiu,NM,09-12-1855,1331,NA,
U0043,Unratified treaty,Nez Perce,,,,,,,,,,,,,,,,,,,,Camp in Walla-Walla Valley,WA,09-12-1855,1333,NA,
U0044,Unratified treaty,Coeur d'Alene,,,,,,,,,,,,,,,,,,,,Coeur d'Alene Mission,WA,09-17-1858,1334,NA,
U0045,Unratified treaty,Spokane,,,,,,,,,,,,,,,,,,,,Camp on the Ned-whuald (or Lahtoo),WA,09-23-1858,1335,NA,
U0046,Unratified treaty,Navajo,,,,,,,,,,,,,,,,,,,,Fort Defiance,NM,12-25-1858,1337,NA,
U0047,Unratified treaty,Navajo,,,,,,,,,,,,,,,,,,,,Fort Fauntleroy,NM,02-15-1861,1339,NA,
U0048,Unratified treaty,Nez Perce,,,,,,,,,,,,,,,,,,,,Lapwai,WA,04-10-1861,1341,NA,
U0049,Unratified treaty,Shawnee,,,,,,,,,,,,,,,,,,,,Shawnee Agency,KS,04-04-1862,1344,NA,
U0050,Unratified treaty,Hoopa,,,,,,,,,,,,,,,,,,,,Fort Gaston,CA,08-14-1862,1348,NA,
U0051,Unratified treaty,Shawnee,,,,,,,,,,,,,,,,,,,,Shawnee Agency,KS,05-21-1863,1348,NA,
U0052,Unratified treaty,Shoshone,,,,,,,,,,,,,,,,,,,,Boise City,ID,10-10-1864,1352,NA,
U0053,Unratified treaty,Choctaw,,,,,,,,,,,,,,,,,,,,Doaksville,OK,06-19-1865,1352,NA,
U0054,Unratified treaty,Cherokee,,,,,,,,,,,,,,,,,,,,Doaksville,OK,06-23-1865,1353,NA,
U0055,Unratified treaty,Chickasaw,,,,,,,,,,,,,,,,,,,,NA,NA,07-14-1865,1354,NA,
U0056,Unratified treaty,Cherokee,Creek,Choctaw,Chickasaw,Osage,Seminole,Seneca,,,,,,,,,,,,,,Fort Smith ,AR,09-13-1865,1355,http://digital.library.okstate.edu/kappler/Vol2/treaties/che1050.htm,
U0057,Unratified treaty,Southern Paiute,,,,,,,,,,,,,,,,,,,,Pinto Creek,UT,09-18-1865,1358,NA,
U0058,Unratified treaty,Ute,,,,,,,,,,,,,Weber,,,,,,,Great Salt Lake City,UT,10-30-1865,1359,http://digital.library.okstate.edu/kappler/Vol5/html_files/v5p0698.html,
U0059,Unratified treaty,Blackfeet ,Gros Ventre,,,,,,,,,,,,,,,,,,,Fort Benton,MT,11-16-1865,1361,http://digital.library.okstate.edu/kappler/Vol4/html_files/v4p1133.html,
U0060,Unratified treaty,Shoshone,,,,,,,,,,,,,,,,,,,,"On the Gohoffer, or Bruneau River",ID,04-12-1866,1366,NA,
U0061,Unratified treaty,Brule Sioux,Oglala Sioux,,,,,,,,,,,,,,,,,,,Fort Laramie,WY,06-27-1866,1368,NA,
U0062,Unratified treaty,Cheyenne,,,,,,,,,,,,,,,,,,,,Fort Laramie,WY,06-28-1866,1370,NA,
U0063,Unratified treaty,Crow,,,,,,,,,,,,,,,,,,,,Fort Union,MT,07-16-1866,1373,http://digital.library.okstate.edu/kappler/Vol5/html_files/v5p0699.html,
U0064,Unratified treaty,Assiniboine,,,,,,,,,,,,,,,,,,,,Fort Union,MT,07-18-1866,1376,http://digital.library.okstate.edu/kappler/Vol5/html_files/v5p0702.html,
U0065,Unratified treaty,Arikara,Mandan,Hidatsa,,,,,,,,,,,,,,,,,,Fort Berthold,ND,07-27-1866,1379,http://digital.library.okstate.edu/kappler/Vol2/treaties/for1052.htm,
U0066,Unratified treaty,Tonto Apache,Pinal Apache,Sierra Mescal Apache,Aravipa Apache,,,,,,,,,,,,,,,,,Fort Grant,AZ,12-20-1866,1383,NA,
U0067,Unratified treaty,Bannock,,,,,,,,,,,,,,,,,,,,Long Tom Creek,ID,08-26-1867,1384,NA,
U0068,Unratified treaty,Shoshone,,,,,,,,,,,,,,,,,,,,Fort Harney,OR,12-10-1868,1385,NA,
